詞彙;漢語拼音;詞類;編號
遺棄;yíqì ;V;7536
遺體;yítǐ ;N;7537
遺忘;yíwàng ;Vpt;7538
遺志;yízhì ;N;7539
遺址;yízhǐ ;N;7540
疑慮;yílǜ;N;7541
移植;yízhí ;V;7542
倚;yǐ ;V;7543
以至/以致/以至於;yǐzhì/yǐzhì/yǐzhìyú ;Conj;7544
亦;yì ;Adv;7545
亦;yì ;Conj;7546
一連串;yìliánchuàn ;Vs-attr;7547
一流;yìliú ;Vs;7548
一如;yìrú ;Prep;7549
一心;yìxīn ;Adv;7550
液體;yètǐ;N;7551
抑制;yìzhì ;V;7552
意識到;yìshìdào ;Vpt;7553
意圖;yìtú ;N;7554
意味;yìwèi ;Vst;7555
毅力;yìlì ;N;7556
翌日;yìrì ;N;7557
異常;yìcháng ;Vs;7558
異鄉;yìxiāng ;N;7559
議定;yìdìng ;V;7560
議論;yìlùn ;V;7561
議題;yìtí ;N;7562
議員;yìyuán ;N;7563
音;yīn;N;7564
因果;yīnguǒ ;N;7565
陰謀;yīnmóu ;N;7566
陰影;yīnyǐng;N;7567
銀幕;yínmù;N;7568
銀色;yínsè ;N;7569
銀子;yínzi ;N;7570
引;yǐn ;V;7571
引導;yǐndăo ;V;7572
引進;yǐnjìn ;V;7573
引擎;yǐnqíng ;N;7574
隱藏;yǐncáng ;V;7575
隱士;yǐnshì ;N;7576
隱約;yǐnyuē ;Adv;7577
印證;yìnzhèng ;V;7578
櫻桃;yīngtáo ;N;7579
英勇;yīngyǒng ;Vs;7580
英語;yīngyǔ;N;7581
應;yīng ;Prep;7582
應;yìng ;V;7583
鷹;yīng  ;N;7584
營地;yíngdì ;N;7585
營造;yíngzào ;V;7586
迎;yíng ;V;7587
迎合;yínghé ;Vst;7588
影射;yǐngshè ;Vst;7589
硬;yìng ;Adv;7590
硬體;yìngtǐ;N;7591
應變;yìngbiàn ;Vi;7592
應酬;yìngchóu ;Vi;7593
應急;yìngjí ;Vs;7594
應驗;yìngyàn ;Vpt;7595
應徵;yìngzhēng ;V;7596
唷;yō ;Ptc;7597
湧;yǒng ;V;7598
踴躍;yǒngyuè ;Vs;7599
用戶;yònghù ;N;7600
用途;yòngtú ;N;7601
用心;yòngxīn ;N;7602
悠久;yōujiŭ ;Vs;7603
悠閒;yōuxián ;Vs;7604
優待;yōudài ;V;7605
優勢;yōushì ;N;7606
優先;yōuxiān ;Adv;7607
優異;yōuyì ;Vs;7608
鈾;yóu ;N;7609
由來;yóulái ;N;7610
遊覽;yóulăn ;V;7611
油田;yóutián ;N;7612
油條;yóutiáo ;N;7613
友愛;yǒuài ;Vs;7614
有機;yǒujī ;Vs-attr;7615
有理;yǒulǐ ;Vs;7616
有所;yǒusuǒ;Vst;7617
有為;yǒuwéi ;Vs;7618
有限;yǒuxiàn ;Vs;7619
有形;yǒuxíng ;Vs;7620
有心人;yǒuxīnrén ;N;7621
有益;yǒuyì ;Vs;7622
有意;yǒuyì ;Vaux;7623
有緣;yǒuyuán ;Vs;7624
誘惑;yòuhuò;V;7625
幼稚;yòuzhì ;Vs;7626
于;yú ;Prep;7627
於;yú ;Prep;7628
逾;yú ;Vst;7629
餘;yú ;N;7630
餘;yú ;Vst;7631
愚蠢;yúchŭn ;Vs;7632
輿論;yúlùn ;N;7633
漁民;yúmín ;N;7634
予;yŭ ;V;7635
予以;yŭyǐ ;V;7636
與會;yŭhuì ;Vi;7637
雨季;yŭjì ;N;7638
語文;yŭwén ;N;7639
宇宙;yŭzhòu ;N;7640
愈;yù;Adv;7641
玉器;yùqì ;N;7642
預測;yùcè ;V;7643
預防;yùfáng ;V;7644
預告;yùgào ;V;7645
預估;yùgū ;V;7646
預賽;yùsài ;N;7647
預約;yùyuē ;V;7648
寓言;yùyán ;N;7649
園林;yuánlín ;N;7650
元氣;yuánqì ;N;7651
元首;yuánshǒu ;N;7652
元素;yuánsù ;N;7653
原;yuán ;Adv;7654
原本;yuánběn;Adv;7655
原形;yuánxíng ;N;7656
原野;yuányě ;N;7657
原狀;yuánzhuàng ;N;7658
原住民;yuánzhùmín;N;7659
原子;yuánzǐ ;N;7660
原子彈;yuánzǐdàn ;N;7661
援助;yuánzhù ;V;7662
遠景;yuănjǐng ;N;7663
怨;yuàn ;Vst;7664
約束;yuēshù ;V;7665
躍;yuè ;Vi;7666
樂隊;yuèduì ;N;7667
月台;yuètái ;N;7668
運;yùn;V;7669
運行;yùnxíng ;Vi;7670
孕婦;yùnfù ;N;7671
醞釀;yùnniàng ;V;7672
栽;zāi ;V;7673
災禍;zāihuò ;N;7674
災情;zāiqíng ;N;7675
在場;zàichăng ;Vi;7676
在世;zàishì ;Vs;7677
在座;zàizuò ;Vi;7678
再三;zàisān ;Adv;7679
再生;zàishēng ;Vs-attr;7680
咱;zán ;N;7681
贊助;zànzhù ;V;7682
讚嘆/讚歎;zàntàn ;Vi;7683
贓物;zāngwù ;N;7684
遭;zāo ;M;7685
遭;zāo ;Prep;7686
遭;zāo ;Ptc;7687
遭遇;zāoyù;Vst;7688
造反;zàofăn ;Vi;7689
造化;zàohuà ;N;7690
造物主;zàowùzhŭ ;N;7691
造型;zàoxíng ;N;7692
責備;zébèi ;V;7693
增進;zēngjìn ;V;7694
增強;zēngqiáng ;Vp;7695
增值;zēngzhí;Vp;7696
贈;zèng ;V;7697
扎;zhā;V;7698
炸藥;zhàyào;N;7699
沾;zhān ;V;7700
盞;zhăn ;M;7701
展望;zhănwàng ;Vst;7702
展現;zhănxiàn ;V;7703
嶄新;zhănxīn ;Vs-attr;7704
占據/佔據;zhànjù ;V;7705
占據/佔領;zhànlǐng ;V;7706
顫抖;zhàndǒu ;Vi;7707
戰火;zhànhuǒ ;N;7708
戰機;zhànjī ;N;7709
戰亂;zhànluàn ;N;7710
戰略;zhànlüè ;N;7711
戰勝;zhànshèng ;V;7712
戰士;zhànshì ;N;7713
戰術;zhànshù ;N;7714
戰線;zhànxiàn ;N;7715
戰友;zhànyǒu ;N;7716
戰戰兢兢;zhànzhànjīngjīng ;Vs;7717
張開;zhāngkāi ;V;7718
張貼;zhāngtiē ;V;7719
長子;zhǎngzǐ;N;7720
帳篷;zhàngpéng ;N;7721
丈;zhàng ;M;7722
朝氣;zhāoqì ;N;7723
著想;zháoxiăng ;Vs;7724
找尋;zhăoxún ;V;7725
沼澤;zhăozé ;N;7726
召集;zhàojí ;V;7727
照例;zhàolì ;Adv;7728
照耀;zhàoyào ;V;7729
遮;zhē ;V;7730
遮蔽;zhēbì ;V;7731
折騰;zhēténg ;V;7732
針灸;zhēnjiŭ ;Vi;7733
真情;zhēnqíng ;N;7734
診斷;zhěnduàn ;V;7735
診所;zhěnsuǒ ;N;7736
鎮定;zhèndìng ;Vs;7737
鎮壓;zhènyā ;V;7738
振動;zhèndòng ;Vi;7739
震驚;zhènjīng ;Vs;7740
陣營;zhènyíng ;N;7741
蒸;zhēng ;V;7742
蒸發;zhēngfā ;Vi;7743
蒸氣;zhēngqì ;N;7744
爭辯;zhēngbiàn ;Vi;7745
爭奪;zhēngduó ;V;7746
爭論;zhēnglùn ;N;7747
爭氣;zhēngqì ;Vs;7748
爭議;zhēngyì ;N;7749
徵收;zhēngshōu ;V;7750
掙扎;zhēngzhá ;Vi;7751
整;zhěng ;V;7752
整頓;zhěngdùn ;V;7753
整體;zhěngtǐ ;N;7754
整整;zhěngzhěng ;Adv;7755
正當;zhèngdāng ;Vs;7756
正面;zhèngmiàn ;Adv;7757
正統;zhèngtǒng ;N;7758
正義;zhèngyì ;N;7759
政績;zhèngjī ;N;7760
政見;zhèngjiàn ;N;7761
政權;zhèngquán ;N;7762
證券;zhèngquàn ;N;7763
證人;zhèngrén ;N;7764
掙;zhèng;V;7765
之內;zhīnèi ;N;7766
之所以;zhīsuǒyǐ;Conj;7767
支撐;zhīchēng ;V;7768
支付;zhīfù ;V;7769
支配;zhīpèi ;V;7770
支應;zhīyìng;V;7771
知足;zhīzú ;Vs;7772
脂肪;zhīfáng ;N;7773
織;zhī ;V;7774
直徑;zhíjìng ;N;7775
值班;zhíbān ;V-sep;7776
值錢;zhíqián ;Vs;7777
殖民;zhímín ;Vi;7778
質量;zhíliàng ;N;7779
質疑;zhíyí ;V;7780
職務;zhíwù ;N;7781
職責;zhízé ;N;7782
執照;zhízhào ;N;7783
執政;zhízhèng ;Vi;7784
執著;zhízhuó;Vs;7785
止;zhĭ;N;7786
只得;zhǐděi;Adv;7787
指標;zhǐbiāo ;N;7788
指點;zhǐdiăn ;V;7789
指揮;zhǐhuī ;N;7790
指揮;zhǐhuī ;V;7791
指控;zhǐkòng ;V;7792
指南針;zhǐnánzhēn ;N;7793
指數;zhǐshù ;N;7794
指頭;zhǐtou;N;7795
指望;zhǐwàng ;Vst;7796
指紋;zhǐwén ;N;7797
指引;zhǐyǐn ;V;7798
指正;zhǐzhèng ;V;7799
至;zhì;Conj;7800
至;zhì ;Prep;7801
至今;zhìjīn ;Adv;7802
治安;zhìān ;N;7803
治本;zhìběn ;Vi;7804
治標;zhìbiāo ;Vi;7805
治理;zhìlǐ ;V;7806
治療;zhìliáo ;V;7807
志趣;zhìqù ;N;7808
志向;zhìxiàng ;N;7809
致詞;zhìcí ;Vi;7810
致富;zhìfù ;Vs;7811
致力;zhìlì ;Vst;7812
致命;zhìmìng ;Vs;7813
致意;zhìyì ;Vi;7814
智力;zhìlì ;N;7815
制裁;zhìcái ;V;7816
制訂;zhìdìng ;V;7817
製品;zhìpǐn ;N;7818
滯留;zhìliú ;Vi;7819
中斷;zhōngduàn ;V;7820
中和;zhōnghé ;V;7821
中立;zhōnglì ;Vs;7822
中旬;zhōngxún ;N;7823
中葉;zhōngyè ;N;7824
中醫;zhōngyī ;N;7825
中庸;zhōngyōng ;Vs;7826
忠實;zhōngshí ;Vs;7827
衷心;zhōngxīn ;Adv;7828
終場;zhōngchăng ;N;7829
終結;zhōngjié ;V;7830
終究;zhōngjiù ;Adv;7831
終身;zhōngshēn ;N;7832
種種;zhǒngzhǒng;Det;7833
種植;zhòngzhí ;V;7834
中風;zhòngfēng ;Vp;7835
中獎;zhòngjiăng ;Vp;7836
中肯;zhòngkěn;Vs;7837
中暑;zhòngshŭ ;Vp;7838
重用;zhòngyòng ;V;7839
重鎮;zhòngzhèn ;N;7840
周邊;zhōubiān ;N;7841
周密;zhōumì ;Vs;7842
周詳;zhōuxiáng ;Vs;7843
周遊;zhōuyóu ;V;7844
周轉;zhōuzhuăn ;V;7845
皺;zhòu ;Vs;7846
皺紋;zhòuwén ;N;7847
株;zhū ;M;7848
諸多;zhūduō ;Det;7849
逐;zhú ;Prep;7850
逐;zhú ;V;7851
逐步;zhúbù ;Adv;7852
主導;zhŭdăo ;V;7853
主管;zhŭguăn ;V;7854
主見;zhŭjiàn ;N;7855
主力;zhŭlì ;N;7856
主流;zhŭliú ;N;7857
主權;zhŭquán ;N;7858
主人翁;zhŭrénwēng ;N;7859
主義;zhŭyì ;N;7860
主宰;zhŭzăi ;V;7861
主旨;zhŭzhǐ ;N;7862
主軸;zhŭzhóu ;N;7863
囑咐;zhŭfù ;V;7864
矚目;zhŭmù ;Vi;7865
注定;zhùdìng ;Vaux;7866
注目;zhùmù ;Vi;7867
注視;zhùshì ;V;7868
注重;zhùzhòng ;Vst;7869
住戶;zhùhù ;N;7870
住宿;zhùsù ;Vi;7871
柱子;zhùzi ;N;7872
助教;zhùjiào ;N;7873
助手;zhùshǒu ;N;7874
佇立;zhùlì ;Vi;7875
著作;zhùzuò ;N;7876
駐;zhù ;V;7877
抓緊;zhuājǐn ;V;7878
專櫃;zhuānguì ;N;7879
專員;zhuānyuán ;N;7880
專制;zhuānzhì ;Vs;7881
磚;zhuān ;N;7882
轉動;zhuăndòng ;V;7883
轉化;zhuănhuà ;Vp;7884
轉機;zhuănjī ;N;7885
轉手;zhuănshǒu ;V;7886
轉向;zhuănxiàng ;Vi;7887
轉眼;zhuănyăn ;Adv;7888
轉移;zhuănyí ;V;7889
轉帳;zhuănzhàng ;V-sep;7890
撰寫;zhuànxiě ;V;7891
莊嚴;zhuāngyán ;Vs;7892
裝備;zhuāngbèi ;N;7893
裝潢;zhuānghuáng ;V;7894
裝配;zhuāngpèi ;V;7895
裝運;zhuāngyùn ;V;7896
裝置;zhuāngzhì ;V;7897
壯觀;zhuàngguān ;Vs;7898
壯麗;zhuànglì ;Vs;7899
狀元;zhuàngyuán ;N;7900
追捕;zhuībŭ ;V;7901
追查;zhuīchá ;V;7902
追究;zhuījiù ;V;7903
準;zhŭn ;Adv;7904
準備;zhǔnbèi;N;7905
準則;zhŭnzé ;N;7906
准許;zhŭnxŭ ;V;7907
卓越;zhuóyuè ;Vs;7908
著手;zhuóshǒu ;Vi;7909
著眼;zhuóyăn ;Vi;7910
著重;zhuózhòng ;Vs;7911
酌量;zhuóliàng ;Adv;7912
資深;zīshēn ;Vs;7913
資助;zīzhù ;V;7914
姿勢;zīshì ;N;7915
姿態;zītài ;N;7916
滋味;zīwèi ;N;7917
子彈;zǐdàn ;N;7918
子弟;zǐdì ;N;7919
子孫;zǐsūn ;N;7920
紫外線;zǐwàixiàn ;N;7921
自;zì ;Prep;7922
自稱;zìchēng ;Vst;7923
自費;zìfèi ;Vi;7924
自豪;zìháo ;Vs;7925
自覺;zìjué ;Vst;7926
自立;zìlì ;Vs;7927
自滿;zìmăn ;Vs;7928
自然;zìrán;Adv;7929
自身;zìshēn ;N;7930
自行;zìxíng ;Adv;7931
自制;zìzhì ;Vi;7932
自治;zìzhì ;Vi;7933
自傳;zìzhuàn;N;7934
字體;zìtǐ ;N;7935
字眼/字眼兒;zìyăn/zìyănr;N;7936
字樣;zìyàng ;N;7937
宗旨;zōngzhǐ ;N;7938
總裁;zǒngcái ;N;7939
總得;zǒngděi ;Adv;7940
總額;zǒngé ;N;7941
總和;zǒnghé ;N;7942
總結;zǒngjié ;N;7943
總經理;zǒngjīnglǐ ;N;7944
總數;zǒngshù ;N;7945
縱火;zònghuǒ ;V-sep;7946
縱容;zòngróng;Vst;7947
縱使;zòngshǐ ;Conj;7948
走廊;zǒuláng ;N;7949
揍;zòu ;V;7950
租賃;zūlìn ;V;7951
足;zú ;Det;7952
足夠;zúgòu;Vs;7953
祖宗;zŭzōng ;N;7954
阻擋;zŭdăng ;V;7955
阻力;zŭlì ;N;7956
阻撓;zŭnáo ;V;7957
阻塞;zŭsè ;Vs;7958
組織;zŭzhī ;V;7959
組裝;zŭzhuāng ;V;7960
鑽研;zuānyán ;V;7961
嘴唇;zuǐchún ;N;7962
罪惡;zuìè ;N;7963
罪名;zuìmíng ;N;7964
罪行;zuìxíng ;N;7965
尊;zūn ;M;7966
尊;zūn ;Vst;7967
尊嚴;zūnyán ;N;7968
遵循;zūnxún ;Vst;7969
作風;zuòfēng ;N;7970
作怪;zuòguài ;Vi;7971
作為;zuòwéi ;N;7972
作物;zuòwù ;N;7973
作戰;zuòzhàn ;Vi;7974
作證;zuòzhèng ;V-sep;7975
坐牢;zuòláo ;V-sep;7976
坐鎮;zuòzhèn ;Vi;7977
座談;zuòtán ;Vi;7978
座右銘;zuòyòumíng ;N;7979
